Record Count,Loaded to Repository,Survey,Year,Stratum,Stratum INPFC Area,Stratum Min Depth (m),Stratum Max Depth (m),Stratum Description,Stratum Regulatory Area Name,Stratum Type,Species Code,Common Name,Scientific Name,Haul Count,Catch Count,Mean Weight CPUE (kg/km2),Var Weight CPUE,Mean Number CPUE (number/km2),Var Number CPUE,Stratum Biomass (mt),Stratum Biomass Var,Min Stratum Biomass (lower 95% CL),Max Stratum Biomass (upper 95% CL),Stratum Population (number),Stratum Population Var,Min Stratum Population (lower 95% CL),Max Stratum Population (upper 95% CL)
1,2018-09-24 11:58:41,GOA,2003,251,Southeastern,201,300,Prince of Wales Slope/Gullies,EASTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,22,22,1106.9,42460.7385961706,2136.9,298077.349396184,4346.7,654821.362317638,2663.5,6029.9,8391594,4596891680665.28,3931999,12851190
1,2018-09-24 11:58:41,GOA,2003,310,Shumagin,301,500,Shumagin Slope,WESTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,9,9,664.6,22012.1971315229,460.5,12517.2113572797,1682.1,141020.530573324,816.1,2548.1,1165657,80191167485.692,512643,1818671
1,2018-09-24 11:58:41,GOA,2003,320,Chirikof,301,500,Chirikof Slope,CENTRAL GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,5,4,219.9,4902.26536714502,126.6,2061.63244176246,352.7,12612.0134480683,40.9,664.4,203011,5303943000.46322,840,405182
1,2018-09-24 11:58:41,GOA,2003,330,Kodiak,301,500,Kodiak Slope,CENTRAL GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,9,6,816.4,98248.1889079109,564.9,51432.5945773499,2377.2,832987.318033888,272.6,4481.9,1644779,436066043483.691,122005,3167553
1,2018-09-24 11:58:41,GOA,2003,340,Yakutat,301,500,Yakutat Gullies,EASTERN GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,2,2,564.1,55419.6269330184,597.8,71292.7017218353,624.6,67937.9775490306,0,3936.4,661886,87396509811.2578,0,4418148
1,2018-09-24 11:58:41,GOA,2003,341,Yakutat,301,500,Yakutat Slope,EASTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,4,4,1691.2,223646.497978021,1335.2,243374.452674702,2571.6,517105.237235997,283.5,4859.8,2030294,562719314745.993,0,4417260
1,2018-09-24 11:58:41,GOA,2003,350,Southeastern,301,500,Southeastern Deep Gullies,EASTERN GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,8,8,5877.7,17890235.8018149,4609.2,9831477.89680615,13779.2,98322393.829504,0,37230,10805381,54032515412556.8,0,28189742
1,2018-09-24 11:58:41,GOA,2003,351,Southeastern,301,500,Southeastern Slope,EASTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,2,2,9582.1,86467781.5775802,8202.1,62457676.9775849,7403.7,51621566.129237,0,98694,6337448,37287450233520.3,0,83924669
1,2018-09-24 11:58:41,GOA,2003,410,Shumagin,501,700,Shumagin Slope,WESTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,4,1,22.7,515.090622760202,9.4,87.9534565193978,45.5,2071.92287263172,0,190.4,18809,353787800.121528,0,78660
1,2018-09-24 11:58:41,GOA,2003,420,Chirikof,501,700,Chirikof Slope,CENTRAL GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,3,1,22.6,511.125669905004,13.5,183.27142239055,44.2,1949.95940876533,0,234.2,26442,699185847.024036,0,140223
1,2018-09-24 11:58:41,GOA,2003,430,Kodiak,501,700,Kodiak Slope,CENTRAL GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2018-09-24 11:58:41,GOA,2003,440,Yakutat,501,700,Yakutat Slope,EASTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,3,2,196.3,24564.3256929505,95.3,3612.61930170512,288.4,53027.3339636876,0,1279.2,139967,7798608949.81366,0,519963
1,2018-09-24 11:58:41,GOA,2003,450,Southeastern,501,700,Southeastern Slope,EASTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2018-09-24 11:58:41,GOA,2005,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,22,20,1596.5,233079.292225534,3088,1373237.88880095,13303.2,16183671.6907283,4935.6,21670.8,25731617,95349659480340.4,5421009,46042224
1,2018-09-24 11:58:41,GOA,2005,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,37,36,3217.1,414569.760478336,5514.8,1461923.38980728,44013.2,77597656.7839625,26025.4,62001.1,75449233,273637491832066,41670485,109227980
1,2018-09-24 11:58:41,GOA,2005,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,27,26,10105.6,14026386.4531944,14954.3,16750346.6824983,69484,663124657.797944,16539.6,122428.5,102823140,791905167371102,44965636,160680645
1,2018-09-24 11:58:41,GOA,2005,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,31,31,3084.7,621196.247556963,5632.9,1736981.26172884,38247.1,95496479.6726923,18292.2,58202,69840592,267026074939909,36472408,103208776
1,2018-09-24 11:58:41,GOA,2005,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,15,10,13312.9,33601555.7211722,26365.2,126658915.648602,105715.8,2118817683.63933,6980.1,204451.5,209361891,7986747771256990,17666231,401057551
1,2018-09-24 11:58:41,GOA,2005,21,Chirikof,1,100,Semidi Bank,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,19,19,7469.1,10522122.3614254,15616.4,40423292.4271353,54540.2,561044403.976073,4775.2,104305.3,114032142,2155388544964640,16490776,211573509
1,2018-09-24 11:58:41,GOA,2005,22,Chirikof,1,100,Chirikof Bank,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,37,25,3050.5,1625774.07483096,4633.9,3427454.69566742,32921.5,189349879.466418,4822.6,61020.3,50008690,399187158627016,9210207,90807173
1,2018-09-24 11:58:41,GOA,2005,30,Kodiak,1,100,Albatross Shallows,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,34,33,16582.2,12533824.4184525,17001.6,11165144.5223245,95614,416719842.762373,53929.2,137298.8,98032629,371214492434762,58689563,137375695
1,2018-09-24 11:58:41,GOA,2005,31,Kodiak,1,100,Albatross Banks,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,49,36,3721,1091301.34007286,5479.2,2109251.99089134,57315.1,258918813.839272,24795.3,89834.9,84397534,500434667782268,39186961,129608106
1,2018-09-24 11:58:41,GOA,2005,32,Kodiak,1,100,Lower Cook Inlet,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,13,11,734.7,75082.3102201689,659,52440.4489933314,7263.7,7339325.56670742,1360.5,13166.9,6515168,5126074662563.95,1581730,11448606
1,2018-09-24 11:58:41,GOA,2005,33,Kodiak,1,100,Kenai Peninsula,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,6,6,2301.6,242225.254647051,1994.3,125297.575314065,12106.8,6702000.41029514,5450.9,18762.6,10490301,3466791282302.31,5703273,15277328
1,2018-09-24 11:58:41,GOA,2005,35,Kodiak,1,100,Northern Kodiak Shallows,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,7,6,25918.6,240253195.052207,29700.1,195475413.369523,57011.1,1162425909.26701,0,140440,65329028,945775913931285,0,140582769
1,2018-09-24 11:58:41,GOA,2005,40,Yakutat,1,100,Yakutat Shallows,EASTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,8,8,1572.8,284357.309432007,2976.4,904759.769121189,15645.1,28135868.9985689,3100.4,28189.8,29606495,89521884948261.2,7229809,51983180
1,2018-09-24 11:58:41,GOA,2005,41,Yakutat,1,100,Middleton Shallows,EASTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,7,5,519.8,49404.1741655749,1106.8,245140.388189816,3490,2227236.94309971,0,7141.9,7431444,11051408874730.4,0,15566168
1,2018-09-24 11:58:41,GOA,2005,50,Southeastern,1,100,Southeastern Shallows,EASTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,9,5,89.1,5324.13453509349,188,8557.99424622379,583,228162.436650757,0,1684.5,1230428,366747460491.678,0,2626934
1,2018-09-24 11:58:41,GOA,2005,110,Shumagin,101,200,Sanak Gully,WESTERN GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,11,11,4152.1,1738448.50429468,8310.7,4579904.10227514,17627,31331549.6613825,5155.9,30098.1,35281655,82542274027853.2,15039656,55523654
1,2018-09-24 11:58:41,GOA,2005,111,Shumagin,101,200,Shumagin Outer Shelf,WESTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,21,21,1998.8,325457.854869666,3433.5,1530700.25329237,16297.8,21637564.1718061,6594.5,26001.1,27995810,101766248572114,6952396,49039223
1,2018-09-24 11:58:41,GOA,2005,112,Shumagin,101,200,West Shumagin Gully,WESTERN GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,4,4,4848.3,2113627.38849813,12058.5,25828322.6785272,11045.6,10970543.2969821,506.2,21584.9,27472091,134058980203954,0,64314510
1,2018-09-24 11:58:41,GOA,2005,120,Chirikof,101,200,East Shumagin Gully,CENTRAL GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,18,18,9537.6,4408215.75492098,20028.6,18217235.8117936,105905.8,543531601.269572,56713.7,155097.8,222398183,2246179384581200,122397107,322399259
1,2018-09-24 11:58:41,GOA,2005,121,Chirikof,101,200,Shelikof Edge,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,24,23,21234,30799842.7232264,30199.9,39711885.1761834,164237.2,1842579988.13719,75424.8,253049.7,233584782,2375736966398780,132738552,334431013
1,2018-09-24 11:58:41,GOA,2005,122,Chirikof,101,200,Chirikof Outer Shelf,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,20,20,2875.4,329503.47810795,4543.4,1335723.63789213,14407.7,8273007.02945922,8387.7,20427.8,22765759,33536674966678.7,10645016,34886502
1,2018-09-24 11:58:41,GOA,2005,130,Kodiak,101,200,Albatross Gullies,CENTRAL GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,32,32,21726.5,17796542.4777858,28908.1,26426725.8913838,171895,1113995641.28563,103740,240050,228714571,1654212187181790,145662332,311766810
1,2018-09-24 11:58:41,GOA,2005,131,Kodiak,101,200,Portlock Flats,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,41,41,8459.4,5050572.83954713,12524.8,5839209.10286567,62061.8,271835943.068416,28740.7,95383,91886700,314282550450950,56058380,127715021
1,2018-09-24 11:58:41,GOA,2005,132,Kodiak,101,200,Barren Islands,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,16,16,16920.4,17744827.3104965,19284.6,21702015.7411017,185798.9,2139626657.47027,87227.1,284370.6,211759810,2616774488024100,102749745,320769874
1,2018-09-24 11:58:41,GOA,2005,133,Kodiak,101,200,Kenai Flats,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,22,22,10565.8,6856030.43426506,16087.9,14498817.2960235,127603.8,999980797.788115,61829.1,193378.6,194294165,2114713320728700,98643260,289945071
1,2018-09-24 11:58:41,GOA,2005,134,Kodiak,101,200,Kodiak Outer Shelf,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,28,28,5975,1810192.03561825,8672,2907528.62280792,30029.2,45723144.5438951,16153.8,43904.6,43583984,73440468674227.8,25998875,61169093
1,2018-09-24 11:58:41,GOA,2005,140,Yakutat,101,200,Middleton Shelf,EASTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,12,12,4445,1247590.02973567,5333.8,797705.030813633,32651.6,67317354.0546195,14593,50710.1,39180125,43042498505546.5,24740072,53620178
1,2018-09-24 11:58:41,GOA,2005,141,Yakutat,101,200,Yakataga Shelf,EASTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,8,8,9789,73325104.0885759,14854.3,137342764.148288,51652.3,2041522264.84479,0,158510.6,78379700,3823906074314610,0,224625954
1,2018-09-24 11:58:41,GOA,2005,142,Yakutat,101,200,Yakutat Flats,EASTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,11,11,2665.7,1692860.35719957,5173.4,3133564.89137028,24076.7,138095574.339888,0,50258.9,46725372,255621464324994,11103737,82347006
1,2018-09-24 11:58:41,GOA,2005,143,Yakutat,101,200,Fairweather Shelf,EASTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,11,11,2577.1,670903.207734324,8090.9,4581127.7021421,19914.7,40062807.4993205,5812.5,34016.9,62522887,273560828365277,25672492,99373281
1,2018-09-24 11:58:41,GOA,2005,150,Southeastern,101,200,Baranof-Chichagof Shelf,EASTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,11,11,5556.1,4825364.57111758,10793,12412677.9326027,23315.4,84972845.5784159,2777.6,43853.3,45291503,218582565034537,12351552,78231454
1,2018-09-24 11:58:41,GOA,2005,151,Southeastern,101,200,Prince of Wales Shelf,EASTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,26,25,5455.8,2274744.31532776,8683.9,4454046.92158261,37578.8,107919318.259757,16178.7,58979,59813174,211310653261223,29867926,89758422
1,2018-09-24 11:58:41,GOA,2005,210,Shumagin,201,300,Shumagin Slope,WESTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,12,12,1261.1,128823.580460892,1457,262660.37600558,3515.9,1001301.84280256,1313.5,5718.4,4062086,2041569700086.41,917220,7206952
1,2018-09-24 11:58:41,GOA,2005,220,Chirikof,201,300,Lower Shelikof Gully,CENTRAL GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,17,17,7551.4,1855997.92982954,7281.7,2003139.75145623,75648.8,186260558.510293,46715.6,104582,72946760,201027125560789,42888545,103004975
1,2018-09-24 11:58:41,GOA,2005,221,Chirikof,201,300,Chirikof Slope,CENTRAL GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,8,8,913.1,18922.5084581439,742.7,16313.8963642628,1395.5,44198.0717509288,898.3,1892.7,1135081,38105030505.8565,673421,1596741
1,2018-09-24 11:58:41,GOA,2005,230,Kodiak,201,300,Kenai Gullies,CENTRAL GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,20,20,5960,5826867.91944898,6606.6,7400152.96528826,39690.2,258412312.891455,6044.8,73335.6,43996557,328184999204776,6080027,81913088
1,2018-09-24 11:58:41,GOA,2005,231,Kodiak,201,300,Kodiak Slope,CENTRAL GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,6,6,2853,729525.130982617,2700.1,798592.440969795,4629.4,1920749.34955642,1066.2,8192.6,4381213,2102595025735.94,653179,8109248
1,2018-09-24 11:58:41,GOA,2005,232,Kodiak,201,300,Upper Shelikof Gully,CENTRAL GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,3,3,9196.4,9619928.76532429,7057.9,2808398.46708955,29504.1,99015237.8529432,0,72321.7,22643272,28906060428124.1,0,45778075
1,2018-09-24 11:58:41,GOA,2005,240,Yakutat,201,300,Yakutat Gullies,EASTERN GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,8,8,5495.5,16740592.8612242,4230.2,6387821.82536292,16721.2,154985104.217384,0,46163.8,12871221,59138719848990.5,0,31058473
1,2018-09-24 11:58:41,GOA,2005,241,Yakutat,201,300,Yakutat Slope,EASTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,13,13,1580.2,303080.199833158,2659.9,1317168.12105736,3361.6,1371622.6355984,809.6,5913.6,5658427,5960988579014.49,338369,10978485
1,2018-09-24 11:58:41,GOA,2005,250,Southeastern,201,300,Baranof-Chichagof Slope,EASTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,5,5,1092.4,85188.8505950777,1173.5,86574.3318518381,1229.3,107867.363709524,317.6,2141,1320500,109621680261.418,401390,2239611
1,2018-09-24 11:58:41,GOA,2005,251,Southeastern,201,300,Prince of Wales Slope/Gullies,EASTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,25,25,1008.1,34126.4073338506,1185.6,45702.9114021204,3958.8,526290.904967302,2461.4,5456.1,4655884,704821529150.645,2923081,6388688
1,2018-09-24 11:58:41,GOA,2005,310,Shumagin,301,500,Shumagin Slope,WESTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,9,9,508.7,28703.6549338147,439.6,33660.6085319211,1287.5,183889.169444309,298.7,2276.4,1112709,215645755225.165,41856,2183562
1,2018-09-24 11:58:41,GOA,2005,320,Chirikof,301,500,Chirikof Slope,CENTRAL GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,10,10,606.3,125028.308617291,347.2,32757.5928451081,972.5,321659.190511925,0,2255.3,556907,84275160675.248,0,1213569
1,2018-09-24 11:58:41,GOA,2005,330,Kodiak,301,500,Kodiak Slope,CENTRAL GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,8,7,1523.1,405978.57607313,1076.5,204289.838792471,4434.9,3442048.23540664,47.1,8822.6,3134464,1732050705553.65,21949,6246979
1,2018-09-24 11:58:41,GOA,2005,340,Yakutat,301,500,Yakutat Gullies,EASTERN GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,2,2,260.2,145.277171219963,179.8,2354.55627051929,288.1,178.092811932089,118.5,457.7,199117,2886410463.17048,0,881751
1,2018-09-24 11:58:41,GOA,2005,341,Yakutat,301,500,Yakutat Slope,EASTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,6,6,1724.2,119695.042473076,1571.3,182401.426904267,2621.8,276753.420659846,1269.3,3974.3,2389230,421740264141.247,719583,4058877
1,2018-09-24 11:58:41,GOA,2005,350,Southeastern,301,500,Southeastern Deep Gullies,EASTERN GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,9,5,1557.4,523937.474912128,1340,382208.439669367,3650.9,2879491.76975745,0,7564,3141512,2100567546813.41,0,6483675
1,2018-09-24 11:58:41,GOA,2005,351,Southeastern,301,500,Southeastern Slope,EASTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,4,4,3466.8,2877606.45127639,3382.3,2735066.96908237,2678.7,1717941.05282099,0,6849.3,2613330,1632844486540.93,0,6679379
1,2018-09-24 11:58:41,GOA,2005,410,Shumagin,501,700,Shumagin Slope,WESTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,4,3,219.6,7847.23469757131,108.5,1941.57046968981,440.5,31565.057367345,0,1005.8,217651,7809857309.03009,0,498856
1,2018-09-24 11:58:41,GOA,2005,420,Chirikof,501,700,Chirikof Slope,CENTRAL GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,6,3,49.1,600.94070724548,22,98.0107135226616,95.8,2292.60640816808,0,218.9,43011,373913744.204704,0,92726
1,2018-09-24 11:58:41,GOA,2005,430,Kodiak,501,700,Kodiak Slope,CENTRAL GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,5,1,23.2,539.733407386157,7.9,62.8700867087743,40.5,1643.19092803763,0,153.1,13835,191404783.752592,0,52241
1,2018-09-24 11:58:41,GOA,2005,440,Yakutat,501,700,Yakutat Slope,EASTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2018-09-24 11:58:41,GOA,2005,450,Southeastern,501,700,Southeastern Slope,EASTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,4,1,35,1228.41306096733,19.3,372.898955283056,36.2,1311.99375938339,0,151.5,19957,398270840.450603,0,83459
1,2018-09-24 11:58:41,GOA,2005,510,Shumagin,701,1000,Shumagin Slope,WESTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,2,1,8.6,73.3979170162022,19.5,379.121472191127,16.6,275.449268438537,0,227.5,37720,1422775146.89327,0,516986
1,2018-09-24 11:58:41,GOA,2005,520,Chirikof,701,1000,Chirikof Slope,CENTRAL GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,3,1,4.9,24.0367304223724,17.5,306.590949264954,15,225.887500959841,0,79.7,53677,2881218124.48777,0,284649
1,2018-09-24 11:58:41,GOA,2005,530,Kodiak,701,1000,Kodiak Slope,CENTRAL GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2018-09-24 11:58:41,GOA,2005,540,Yakutat,701,1000,Yakutat Slope,EASTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2018-09-24 11:58:41,GOA,2005,550,Southeastern,701,1000,Southeastern Slope,EASTERN GOA,SLOPE,10110,arrowtooth flounder,Atheresthes stomias,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2018-09-24 11:58:41,GOA,2007,10,Shumagin,1,100,Fox Islands,WESTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,21,21,1495.3,194746.42302867,2314.1,526394.596571083,12460,13522059.995746,4789.2,20130.7,19282355,36549782047718.5,6671146,31893563
1,2018-09-24 11:58:41,GOA,2007,11,Shumagin,1,100,Davidson Bank,WESTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,48,47,2212,125614.492769197,5093.2,761613.905545427,30263.5,23512062.9294066,20463.8,40063.1,69681413,142556114985853,45551306,93811519
1,2018-09-24 11:58:41,GOA,2007,12,Shumagin,1,100,Lower Alaska Peninsula,WESTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,28,26,2745.4,512747.6580352,6289.6,2146941.3010799,18877.1,24241141.2523041,8774,28980.2,43245847,101500819212539,22572436,63919257
1,2018-09-24 11:58:41,GOA,2007,13,Shumagin,1,100,Shumagin Bank,WESTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,36,34,5060.9,4319273.3021452,7914.7,7786796.96787732,62748.9,664001749.400922,10130.2,115367.7,98133274,1197064053884340,27482905,168783642
1,2018-09-24 11:58:41,GOA,2007,20,Chirikof,1,100,Upper Alaska Peninsula,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,19,18,6013.3,5696529.98753432,7052.5,5636138.62099065,47750.4,359206834.740817,7930.6,87570.1,56003080,355398728460450,16394982,95611177
1,2018-09-24 11:58:41,GOA,2007,21,Chirikof,1,100,Semidi Bank,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,23,18,971.4,204019.182914215,1943,445534.511623036,7093.1,10878396.6718939,252.6,13933.7,14187609,23756105083960.9,4078884,24296334
1,2018-09-24 11:58:41,GOA,2007,22,Chirikof,1,100,Chirikof Bank,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,40,24,2926.7,2893136.86602571,4168.6,3973508.29513408,31585.1,336956484.509559,0,69068.9,44987108,462784668786580,1058725,88915491
1,2018-09-24 11:58:41,GOA,2007,30,Kodiak,1,100,Albatross Shallows,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,27,21,9344.4,13446734.3991907,9906.8,7516620.32338483,53880.6,447071927.72292,10408.4,97352.8,57123352,249909743003415,24621007,89625698
1,2018-09-24 11:58:41,GOA,2007,31,Kodiak,1,100,Albatross Banks,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,39,24,5933.7,17518935.4537011,4232.8,6563974.6857101,91397.3,4156488974.06851,0,223046.8,65199148,1557348531782790,0,145783115
1,2018-09-24 11:58:41,GOA,2007,32,Kodiak,1,100,Lower Cook Inlet,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,12,9,439.6,30164.068077171,508.7,39410.3936982119,4346.7,2948549.60356848,567.3,8126.1,5029407,3852381595812.87,709397,9349416
1,2018-09-24 11:58:41,GOA,2007,33,Kodiak,1,100,Kenai Peninsula,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,7,5,2823.3,2324022.62131678,2789.5,2632678.71405088,14850.8,64302133.0880448,0,34472.9,14673048,72842172660542,0,35557612
1,2018-09-24 11:58:41,GOA,2007,35,Kodiak,1,100,Northern Kodiak Shallows,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,9,6,9297.4,52893830.2223844,12120.5,59889520.643968,20450.7,255918172.815597,0,57340.8,26660414,289765680223324,0,65914310
1,2018-09-24 11:58:41,GOA,2007,40,Yakutat,1,100,Yakutat Shallows,EASTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,6,4,976.2,112987.684755263,1647.5,371143.822671422,9710.4,11179620.1162391,1114,18306.8,16388299,36723001758490.6,808165,31968432
1,2018-09-24 11:58:41,GOA,2007,41,Yakutat,1,100,Middleton Shallows,EASTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,5,4,1870.1,998216.507728605,1836.8,946655.161511873,12556.3,45001555.4510435,0,31178.6,12332692,42677068966460.5,0,30467658
1,2018-09-24 11:58:41,GOA,2007,50,Southeastern,1,100,Southeastern Shallows,EASTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,11,8,1673.5,770042.131546663,2584.6,2305945.33116403,10955.6,32999671.195263,0,23754.4,16919900,98819836740392.2,0,39068039
1,2018-09-24 11:58:41,GOA,2007,110,Shumagin,101,200,Sanak Gully,WESTERN GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,7,7,10302.6,10632424.0853453,24160,46081712.883961,43737.7,191625073.982869,9864.2,77611.2,102566757,830517252675928,32047407,173086107
1,2018-09-24 11:58:41,GOA,2007,111,Shumagin,101,200,Shumagin Outer Shelf,WESTERN GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,28,27,3741.3,1976553.88924425,6001.7,4341785.19246352,30505.7,131408140.801156,6982.9,54028.5,48936362,288656900782895,14073075,83799649
1,2018-09-24 11:58:41,GOA,2007,112,Shumagin,101,200,West Shumagin Gully,WESTERN GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,4,4,22314.1,34060146.9842839,34056.2,227566487.937567,50836.8,176785330.861069,8528.8,93144.9,77588333,1181158052004220,0,186947245
1,2018-09-24 11:58:41,GOA,2007,120,Chirikof,101,200,East Shumagin Gully,CENTRAL GOA,GULLY,10110,arrowtooth flounder,Atheresthes stomias,17,16,12415.5,7228280.6490227,22858.8,17891924.4019096,137862,891244706.251814,74572.1,201151.9,253824752,2206068591154610,154250887,353398617
1,2018-09-24 11:58:41,GOA,2007,121,Chirikof,101,200,Shelikof Edge,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,27,26,30675.7,74007697.7090236,33138.7,48350372.7822594,237264.8,4427461009.85506,100460.3,374069.3,256315356,2892528708933340,145739083,366891629
1,2018-09-24 11:58:41,GOA,2007,122,Chirikof,101,200,Chirikof Outer Shelf,CENTRAL GOA,SHELF,10110,arrowtooth flounder,Atheresthes stomias,25,23,9286.7,27466438.5574615,12961.2,36618024.6169781,46533.1,689613477.116756,0,100734.7,64945030,919386881136116,2361675,127528386
